0.00, 50.15, 0.00, 0
20.01, 50.15, 0.00, 0
43.89, 50.15, 0.00, 0
33.99, 50.15, 0.00, 0
70.29, 50.15, 0.00, 0
41.25, 50.15, 0.00, 0
34.26, 50.15, 0.00, 0
21.12, 50.15, 0.00, 0
24.96, 50.15, 0.00, 0
46.14, 50.15, 0.00, 0
37.86, 50.15, 0.00, 0
34.40, 50.15, 0.00, 0
50.06, 50.15, 0.00, 0
62.48, 50.15, 0.00, 0
24.29, 50.15, 0.00, 0
59.26, 50.15, 0.00, 0
55.34, 50.16, 0.00, 0
34.26, 50.16, 0.00, 0
30.57, 50.16, 0.00, 0
55.47, 50.16, 0.00, 0
47.04, 50.16, 0.00, 0
48.04, 50.16, 0.00, 0
27.47, 50.16, 0.00, 0
61.55, 50.16, 0.00, 0
47.61, 50.16, 0.00, 0
43.93, 50.16, 0.00, 0
74.64, 50.16, 0.00, 0
71.17, 50.16, 0.00, 0
81.52, 50.16, 0.00, 0
32.69, 50.16, 0.00, 0
81.10, 50.16, 0.00, 0
16.91, 50.16, 0.00, 0
66.91, 50.16, 0.00, 0
51.35, 50.16, 0.00, 0
23.30, 50.16, 0.00, 0
49.05, 50.16, 0.00, 0
72.18, 50.16, 0.00, 0
29.31, 50.16, 0.00, 0
63.15, 50.16, 0.00, 0
54.64, 50.16, 0.00, 0
49.66, 50.16, 0.00, 0
57.84, 50.13, 0.00, 0
56.25, 50.09, 0.00, 0
59.41, 50.09, 0.00, 0
71.53, 50.09, 0.00, 0
44.78, 50.09, 0.00, 0
47.49, 50.09, 0.00, 0
64.60, 50.09, 0.00, 0
71.45, 50.10, 0.00, 0
47.49, 50.10, 0.00, 0
73.07, 50.10, 0.00, 0
15.24, 50.10, 0.00, 0
64.18, 50.10, 0.00, 0
27.26, 50.10, 0.00, 0
47.27, 50.10, 0.00, 0
82.75, 50.10, 0.00, 0
59.89, 50.10, 0.00, 0
48.80, 50.10, 0.00, 0
38.53, 50.10, 0.00, 0
71.68, 50.10, 0.00, 0
80.54, 50.10, 0.00, 0
51.74, 50.10, 0.00, 0
77.16, 50.10, 0.00, 0
52.80, 50.12, 0.00, 0
75.20, 50.13, 0.00, 0
50.42, 50.13, 0.00, 0
50.45, 50.13, 0.00, 0
70.22, 50.13, 0.00, 0
40.24, 50.13, 0.00, 0
49.46, 50.12, 0.00, 0
52.14, 50.13, 0.00, 0
67.55, 50.13, 0.00, 0
75.67, 50.13, 0.00, 0
47.78, 50.12, 0.00, 0
48.09, 50.12, 0.00, 0
28.79, 50.13, 0.00, 0
63.37, 50.13, 0.00, 0
57.04, 50.13, 0.00, 0
36.40, 50.13, 0.00, 0
39.18, 50.13, 0.00, 0
67.59, 50.13, 0.00, 0
66.14, 50.13, 0.00, 0
65.94, 50.13, 0.00, 0
48.66, 50.13, 0.00, 0
66.02, 50.13, 0.00, 0
77.10, 50.13, 0.00, 0
23.82, 50.13, 0.00, 0
60.42, 50.13, 0.00, 0
67.77, 50.13, 0.00, 0
