0,24,0,0
3.59,24.46,142.9979553,0
25.88,24.57,111.0286407,0
0.16,24.62,95.70611572,0
0,24.66,97.43903351,0
0.11,24.72,127.8901138,0
0.35,24.74,79.72065735,0
0.59,24.65,127.2767029,0
0.14,24.67,95.72952271,0
0.24,24.69,79.87488556,0
0,24.72,145.8722687,0
0.29,24.76,143.721405,0
0,24.79,112.4171753,0
0.2,24.8,191.7466736,0
0,24.8,144.2292328,0
0,24.85,120.0839386,0
0.7,24.86,201.8936157,0
0,24.86,146.5501404,0
0.83,24.88,222.0950775,0
0.56,24.9,238.3309174,0
0,24.9,113.2657852,0
0,24.83,337.6907654,0
0.31,24.84,143.5445404,0
0.43,24.84,190.7568817,0
0,24.87,226.223877,0
0.41,24.9,190.6655121,0
0,24.93,288.8369141,0
0.39,24.97,239.1600189,0
0.09,24.97,111.7463913,0
0,24.91,304.0594177,0
0,24.93,257.774292,0
0.48,24.95,180.3562317,0
25.17,24.97,320.0445862,0
0.32,25,321.4821167,0
0.26,25.07,191.5730591,0
0,25.16,258.6174011,0
0.3,25.18,191.9582672,0
0.38,25.25,95.37573242,0
0.06,25.28,79.82845306,0
0,25.33,110.0029221,0
1.09,25.33,114.4543533,0
0,25.35,226.4136353,0
26,25.36,79.05213928,0
0,25.38,129.3792267,0
1.44,25.39,126.2946625,0
0,25.35,146.2550354,0
0.09,25.33,95.42610931,0
0.28,25.33,191.3038635,0
0.43,25.34,240.5830078,0
0,25.35,193.5354462,0
0.97,25.35,142.4618835,0
0,25.38,145.0625305,0
0,25.42,95.90936279,0
0,25.44,256.9883423,0
0.17,25.45,127.7873001,0
1.23,25.46,158.0232086,0
0,25.47,161.6098328,0
0.07,25.48,128.0931091,0
0.02,25.49,79.99699402,0
0.37,25.5,78.14493561,0
0.35,25.51,178.9121399,0
0,25.51,96.06786346,0
0,25.53,172.4007416,0
0,25.53,81.76574707,0
0,25.53,97.00515747,0
1.62,25.53,78.71699524,0
0,25.54,80.58432007,0
0.11,25.56,192.5547791,0
0,25.56,160.2579956,0
0.53,25.53,190.922821,0
0,25.52,144.8358765,0
0.57,25.54,125.3296585,0
0.18,25.54,162.2509613,0
0,25.54,177.8802643,0
1.4,25.56,221.0138702,0
0,25.58,242.1378174,0
1.18,25.59,174.8931427,0
0.04,25.61,191.9347382,0
0,25.62,93.51924896,0
0.04,25.63,82.37665558,0
0,25.63,193.1026001,0
0.83,25.66,142.9010925,0
24.11,25.68,177.6923218,0
1.21,25.69,201.1622925,0
0,25.71,215.4516754,0
0.14,25.71,112.01548,0
0,25.73,61.75473022,0
0.94,25.75,131.0414581,0
0,25.75,129.497467,0
0.04,25.77,127.986824,0
0.2,25.78,127.6175156,0
1.67,25.8,125.3401947,0
0,25.81,211.4776611,0
0,25.78,291.2440491,0
0.83,25.77,126.0389557,0
0,25.78,207.9607391,0
0,25.87,189.9576263,0
0.66,25.88,146.8751984,0
0,25.88,111.8458328,0
0,25.88,112.3093491,0
0.53,25.88,111.2644577,0
0,25.93,128.1717529,0
0,25.97,160.1242371,0
0,25.98,96.62837219,0
1.74,25.99,125.6374207,0
0,25.99,162.3923187,0
0.2,26,127.7544479,0
0.09,26.02,188.2499237,0
0,26.02,114.3712234,0
0,26.03,96.30779266,0
0.59,26.06,222.7505341,0
0,26.07,111.1700974,0
0.23,25.99,176.846405,0
0,25.98,160.536026,0
0,25.99,129.205719,0
0.05,25.72,191.8892517,0
0.02,25.32,175.658783,0
1.48,25.19,157.7086639,0
0,25.18,161.7333832,0
0,25.17,223.248764,0
0,25.16,129.0539398,0
0,25.15,144.3090057,0
0.04,25.17,239.6373596,0
0.26,25.22,463.3726807,0
0,25.24,511.5500183,0
0.36,25.25,223.7720642,0
0,25.28,208.2075195,0
0,25.33,727.0916748,0
0.25,25.36,210.5465851,0
0,25.37,144.638443,0
0.42,25.38,152.7274475,0
0,25.4,141.0692749,0
0,25.41,114.9296646,0
0,25.42,96.06668854,0
0,25.43,127.9978104,0
0,25.47,79.67910767,0
1.04,25.49,95.30374146,0
0,25.49,96.09459686,0
0.03,25.5,399.9751587,0
0,25.51,178.1496429,0
0.03,25.52,208.1078796,0
0.99,25.5,332.3908997,0
0.07,25.51,207.8987122,0
0,25.51,143.4229889,0
24.27,24.86,275.4863281,0
0.85,21.81,174.9514313,0
0,21.81,0,0
1.56,21.81,0,0
0,21.81,0,0
0.07,21.81,79.88564301,0
0.42,21.81,0,0
0.28,21.81,0,0
0.44,21.81,0,0
0,21.82,0,0
0,21.82,0,0
0.21,21.83,15.6437912,0
0,21.83,0,0
0.24,21.84,0,0
0,21.84,0,0
0.71,21.84,0,0
0,21.84,0,0
1.33,21.84,0,0
0,21.84,0,0
0.41,21.84,0,0
0.05,21.85,0,0
0,21.81,0,0
0.74,21.8,0,0
0.28,21.81,0,0
0,21.8,0,0
0.81,21.8,15.88150692,0
0,21.8,0,0
0.54,21.8,0,0
0,21.8,0,0
0.1,21.8,0,0
0,21.8,0,0
0,21.78,0,0
0.05,21.78,0,0
0.33,21.78,0,0
1.35,21.78,0,0
0,21.78,0,0
0.06,21.78,0,0
0,21.78,0,0
0,21.78,0,0
0.08,21.78,15.46252918,0
0,21.78,0,0
1.49,21.79,0,0
0,21.79,0,0
0.74,21.83,0,0
0,21.84,0,0
0,21.78,0,0
1.18,21.78,0,0
0,21.77,0,0
0.37,21.77,0,0
0.1,21.77,0,0
0.07,21.78,0,0
0,21.78,0,0
0.04,21.78,0,0
0,21.78,16.01419258,0
0.2,21.78,0,0
0.07,21.78,0,0
0.33,21.78,0,0
0,21.78,0,0
0.22,21.78,0,0
0.24,21.78,0,0
0,21.78,0,0
0,21.78,0,0
1.46,21.78,0,0
0,21.79,0,0
0,21.79,0,0
0.22,21.79,0,0
0.15,21.8,0,0
0,21.8,16.02173233,0
0.14,21.81,0,0
0.43,21.78,0,0
0.26,21.77,0,0
0,21.77,0,0
0,21.77,0,0
0.05,21.77,0,0
0,21.77,0,0
1.32,21.77,0,0
0.2,21.77,0,0
