CPU,RAM,BINARY
0,95.58,0
0.24,95.34,0
0.19,95.21,0
0,95.22,0
0.58,95.28,0
0,95.46,0
1.43,95.48,0
0,95.5,0
0.29,95.56,0
0,95.62,0
1.57,95.67,0
0.19,95.72,0
0,95.77,1
0.17,95.78,0
25.57,95.81,0
0.9,95.84,0
0,95.9,1
0.67,95.93,0
0.24,95.98,0
0,95.95,0
25.51,96.01,0
0,96.09,1
50.3,96.53,0
0.69,96.56,0
24.12,96.59,0
0,96.63,0
0,96.67,1
0.11,96.69,0
0.13,96.75,1
1.61,96.78,0
24.22,96.34,0
0,95.92,0
0.01,95.38,0
0,95.27,0
0,95.3,0
0.75,95.37,1
0,95.54,1
0.23,96.75,1
0.23,97.1,1
0,97.14,0
0,97.75,1
0,98.25,1
0.3,98.64,1
0,98.69,1
0,98.84,1
0,98.93,1
0,98.56,1
1.05,98.09,0
0,98.1,0
25.01,97.04,0
0.05,96.58,0
0.37,96.25,0
0,96.09,0
0.71,96.01,0
0,96.07,0
0,96.33,1
25.6,96.49,0
0,96.58,1
0.23,97.08,1
0,97.28,0
0.02,97.41,0
0,97.45,0
20.76,97.16,0
0.22,96.8,0
24.92,96.55,0
0,96.23,0
0,95.91,0
0,96.05,1
0.02,96.7,1
0.85,97.08,1
0,97.43,1
0,98.19,1
1.34,98.45,1
0,98.93,1
0.25,99.52,1
25.52,99.6,0
19.82,99.2,0
16.69,98.27,0
0,98.28,0
0.24,98.29,0
0.52,98.29,0
0.85,98.3,0
0,98.01,0
0,97.38,0
0,97.41,0
0,97.45,0
1.37,97.51,1
0,97.58,1
0,97.65,1
1.47,97.62,0
0.41,97.7,1
24.04,97.74,0
0,97.79,0
20.24,97.48,1
0,97.49,0
0.03,96.92,0
0.2,96.4,1
0,96.48,1
25.13,96.53,0
0,96.57,0
0,96.62,0
0.01,96.77,1
1.24,96.76,0
0,96.8,0
0.01,96.85,0
0,96.88,0
0.14,96.93,0
0,96.98,0
0.14,97.04,0
0,95.83,1
0.15,95.66,0
0.03,95.73,1
0,95.78,1
0.76,95.75,0
0,95.75,0
0.31,95.79,0
0.32,95.84,1
25.98,95.89,0
0,95.93,0
0.06,96,1
24.89,96.06,1
0.2,96.14,1
0,96.23,1
26.41,96.27,0
0,96.33,0
0.53,96.37,0
0,96.4,0
0.83,96.46,0
24.9,96.6,1
0,96.68,1
25.58,96.79,0
0,96.88,1
0.36,97,1
0,97.08,1
0,97.24,1
0.52,97.36,1
0,97.43,1
0,97.42,1
0,97.46,1
0.89,97.55,1
0,97.59,0
0,96.49,0
1.66,96.48,0
0,96.26,0
0.55,96.19,0
0,96.22,0
0.61,96.25,0
0.37,96.31,0
0,96.37,1
0,96.45,1
0.17,96.55,1
25.09,96.61,0
0.82,96.64,0
0.7,96.73,1
0.12,96.74,0
0,96.71,1
1.37,96.51,1
0,96.54,1
0.1,96.59,1
0,96.67,1
0.02,96.63,1
0.34,96.69,0
0.88,96.73,0
0,96.77,0
0,96.86,1
0.49,96.91,0
0.08,96.96,0
0.49,97.17,0
0,96.96,0
0.04,96.97,0
1.11,96.99,0
0.09,97.06,1
0,95.69,1
1.56,95.68,0
0,95.69,0
0.15,95.75,1
0,95.78,0
0,95.83,0
50.43,95.9,0
0,95.95,1
0.09,95.93,0
0.18,95.94,0
1.44,96,0
0,96.1,0
0.12,96.16,1
0,96.25,1
0.63,96.33,1
0.14,96.33,0
0,96.36,0
25.48,96.51,0
0,96.61,1
0,96.63,0
0.1,96.68,0
0,96.77,1
0,96.85,1
1.5,96.9,0
0,96.97,1
25.05,97.04,0
50.73,97.15,0
0,97.17,0
0,97.19,0
0,97.26,1
26.08,97.33,0
0,97.4,0
0.21,96.5,0
0.09,96.18,0
0.39,96.2,0
0,96.17,0
0,96.21,1
25.22,96.27,0
24.3,96.33,0
0,96.38,1
0.25,96.41,0
1.87,96.46,0
0,96.5,0
0,96.58,1
0.36,96.64,1
1.73,96.69,1
0.22,96.76,1
0,96.82,1
24.34,96.55,0
0.25,96.55,0
1.63,96.17,0
0,95.91,0
0,95.33,0
0.09,95.35,0
0.26,95.35,0
0,95.42,1
0.75,95.46,0
0,95.51,0
0,95.57,1
0.02,95.54,1
0.48,95.62,1
0,95.68,1
1.06,95.73,0
0.2,95.8,1
25.23,95.87,0
0,95.93,1
0,95.99,1
0.41,96.04,1
0.32,96.09,0
0,96.19,1
0,96.25,1
1.16,96.28,0
0,96.31,0
0,96.37,1
0.13,96.43,1
0.24,96.46,0
0,96.51,0
25.08,96.58,0
0,96.66,1
0.35,96.89,0
25.46,96.39,0
0,95.78,0
0,95.67,0
0,95.52,0
1.16,95.56,0
0.26,95.57,0
0,95.66,1
0,95.71,1
0,95.75,0
0,95.8,0
0.02,95.83,0
0,95.86,0
1.02,95.88,0
0,95.95,1
0.36,95.99,0
24.99,96.03,0
0,96.05,0
79.97,96.35,0
0.98,96.37,0
24.95,96.38,0
0,96.42,0
1.37,96.45,0
0,96.53,1
0,96.48,0
24.97,96.19,1
0,96.24,0
0.4,96.26,0
1.45,96.22,0
0,96.24,0
0,96.26,1
0,96.33,1
0.09,96.36,0
0,96.4,0
0.41,96.43,1
0.06,96.47,0
0,96.48,1
0,96.55,1
0,96.64,1
0.3,96.67,0
0,96.75,1
0.19,96.78,0
1.51,96.72,1
0,96.72,0
24.41,96.79,0
0,96.85,1
0.11,96.87,0
0.63,96.92,0
0,96.95,0
0,96.99,0
0.35,97.03,0
0.27,97.33,1
0,97.31,0
0.27,97.3,0
25.17,97.56,0
0,97.74,1
0.58,97.76,0
0.16,98.15,1
0.19,98.16,0
25.06,98.18,0
0,98.23,0
0,98.75,1
0.1,99.46,1
49.95,99.06,0
20.01,97.2,1
0.29,96.2,0
25.06,95.82,0
25.1,95.25,0
0.34,95.25,0
0,95.25,0
0,95.02,0
0,95.45,1
0.05,96.03,1
0.31,96.35,1
0,96.81,1
0.03,97.53,1
0.75,98.01,1
0,98.56,1
0,99.04,1
0.69,99.61,1
24.91,94.44,1
0,95.19,1
0,95.95,1
0,96.62,1
0,97.3,1
0.98,97.39,0
0,97.5,1
25.57,97.54,0
100,98.68,0
100,98.21,0
74.98,97.79,0
100,98.05,0
50.36,98.9,0
100,98.86,0
100,96.97,0
100,98.96,0
100,99.43,0
0.37,99.34,0
0,99.35,0
0.16,99.32,0
75.15,97.78,0
1.85,96.61,0
0.46,96.62,0
0.27,96.28,0
21.47,98.94,0
8.34,98.8,0
0.85,98.82,0
0,98.85,0
0.02,98.92,1
0,98.93,0
0.81,98.94,0
0,98.93,0
0.64,98.93,1
0,98.94,0
22.78,99.32,0
0,99.33,0
0.15,99.4,0
0,99.43,1
0,97.73,0
0.41,97.53,0
0.12,97.54,0
0,97.35,0
12.51,96.48,0
0,96.35,0
0.11,94.59,0
0,94.35,0
0.36,94.37,0
0.57,94.39,0
0.89,94.42,1
23.31,94.63,1
0.69,94.66,0
0.04,94.68,0
0,94.7,1
0.23,94.76,0
24.51,94.78,0
0,94.8,0
0.42,94.81,0
0,94.84,0
1.1,94.87,0
24.14,96.96,0
0,97.44,0
25.89,97.54,0
0,98.16,0
16.72,98.52,0
0.66,98.53,0
0,98.56,0
0.58,98.59,0
20.35,98.18,0
0,98.22,0
0,97.36,0
40.35,98.62,0
100,98.62,0
100,98.62,0
100,98.62,0
100,98.66,0
100,98.67,0
100,98.7,0
100,98.72,0
100,98.72,0
100,98.78,0
100,97.55,0
100,97.55,0
100,97.56,0
100,97.57,0
100,97.58,0
100,97.59,0
100,97.6,0
100,97.61,0
100,97.62,0
100,97.63,0
100,97.63,0
100,97.57,0
100,97.56,0
100,97.56,0
100,97.57,0
100,97.58,0
100,97.58,0
100,96.99,0
100,96.51,0
100,96.51,0
100,96.52,0
100,96.52,0
100,96.53,0
100,96.53,0
100,96.54,0
100,96.54,0
100,96.55,0
100,96.56,0
100,96.57,0
100,96.57,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.59,0
100,96.59,0
100,96.53,0
100,96.53,0
100,96.53,0
100,96.53,0
100,96.54,0
100,96.54,0
100,96.55,0
100,96.57,0
100,96.57,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.61,0
100,96.63,0
100,96.66,0
100,96.67,0
100,96.68,0
100,96.69,0
100,96.69,0
100,95.81,0
100,95.54,0
100,95.54,0
100,95.55,0
100,95.56,0
100,95.5,0
100,95.52,0
100,95.53,0
100,95.55,0
100,95.57,0
100,95.58,0
100,95.59,0
100,95.6,0
100,95.61,0
100,95.62,0
100,95.62,0
100,95.62,0
100,95.63,0
100,95.64,0
100,95.66,0
100,95.69,0
100,95.7,0
100,95.7,0
100,95.73,0
100,95.73,0
100,95.74,0
100,95.75,0
100,95.77,0
100,95.78,0
100,95.72,0
100,95.74,0
100,95.74,0
100,95.75,0
100,95.78,0
100,95.7,0
100,95.7,0
100,95.7,0
100,95.71,0
100,95.77,0
100,95.75,0
100,95.77,0
100,95.78,0
100,95.79,0
100,95.81,0
100,95.83,0
100,95.84,0
100,95.85,0
100,95.86,0
100,95.88,0
100,95.88,0
100,95.9,0
100,95.9,0
100,95.91,0
100,95.85,0
100,95.7,0
100,95.69,0
100,95.7,0
100,95.7,0
100,95.7,0
100,95.68,0
100,95.7,0
100,95.71,0
100,95.71,0
100,95.72,0
100,95.72,0
100,95.59,0
100,95.59,0
100,95.63,0
100,95.65,0
100,95.08,0
100,95.08,0
100,95.08,0
100,95.09,0
100,95.1,0
100,95.11,0
100,95.12,0
100,95.13,0
100,95.06,0
100,95.06,0
100,95.07,0
100,95.07,0
100,95.09,0
100,95.11,0
100,95.12,0
100,95.12,0
100,95.14,0
100,95.15,0
100,95.17,0
100,95.17,0
100,95.19,0
100,95.21,0
100,95.24,0
100,95.26,0
100,95.26,0
100,95.26,0
100,95.25,0
100,95.28,0
100,95.28,0
100,95.28,0
100,95.3,0
100,95.31,0
100,95.26,0
100,95.26,0
100,95.26,0
100,95.27,0
100,95.3,0
100,95.33,0
100,95.36,0
100,95.34,0
100,95.35,0
100,95.36,0
100,95.38,0
100,95.4,0
100,95.43,0
100,95.44,0
100,95.48,0
100,95.49,0
100,95.49,0
100,95.51,0
100,95.52,0
100,95.53,0
100,95.55,0
100,95.55,0
100,95.56,0
100,95.57,0
100,95.52,0
100,95.5,0
100,95.52,0
100,95.52,0
100,95.54,0
100,95.59,0
100,95.62,0
100,95.6,0
100,95.59,0
100,95.6,0
100,95.61,0
100,95.59,0
100,95.67,0
100,95.68,0
100,95.69,0
100,95.71,0
100,95.71,0
100,95.72,0
100,95.73,0
100,95.75,0
100,95.76,0
100,95.7,0
100,95.71,0
100,95.73,0
100,95.67,0
100,95.67,0
100,95.68,0
100,95.68,0
100,95.68,0
100,95.71,0
100,95.97,0
100,95.99,0
100,95.89,0
100,95.68,0
100,95.68,0
100,95.55,0
100,95.58,0
100,95.5,0
100,95.5,0
100,95.52,0
100,95.53,0
100,95.49,0
100,95.52,0
100,95.53,0
100,95.54,0
100,95.57,0
100,95.58,0
100,95.58,0
100,95.52,0
100,95.53,0
100,95.53,0
100,95.54,0
100,95.55,0
100,95.56,0
100,95.23,0
100,95.22,0
100,95.22,0
100,95.23,0
100,95.22,0
100,95.47,0
100,95.52,0
100,95.53,0
100,95.56,0
100,95.6,0
100,95.62,0
100,95.6,0
100,95.61,0
100,95.61,0
100,95.61,0
100,95.66,0
100,95.67,0
100,95.67,0
100,95.62,0
100,95.62,0
100,95.63,0
100,95.65,0
100,95.66,0
100,95.69,0
100,95.64,0
100,95.64,0
100,95.66,0
100,95.67,0
100,95.67,0
100,95.69,0
100,95.7,0
100,95.72,0
100,95.72,0
100,95.73,0
100,95.75,0
100,95.76,0
100,95.78,0
100,95.89,0
100,95.9,0
100,95.93,0
100,95.94,0
100,95.96,0
100,95.9,0
100,95.9,0
100,95.9,0
100,95.9,0
100,95.91,0
100,95.92,0
100,95.92,0
100,95.92,0
100,95.95,0
100,95.96,0
100,95.98,0
100,96,0
100,96.01,0
100,96.02,0
100,96.04,0
100,96.05,0
100,96.07,0
100,96.07,0
100,96.1,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.13,0
100,96.15,0
100,96.09,0
100,96.08,0
100,96.09,0
100,96.09,0
100,96.1,0
100,96.11,0
100,96.11,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.15,0
100,96.17,0
100,96.18,0
100,96.18,0
100,96.21,0
100,96.22,0
100,96.23,0
100,96.24,0
100,96.25,0
100,96.26,0
100,96.27,0
100,96.27,0
100,96.28,0
100,96.29,0
100,96.24,0
100,96.23,0
100,96.24,0
100,96.26,0
100,96.26,0
100,96.27,0
100,96.28,0
100,96.29,0
100,96.31,0
100,96.32,0
100,96.33,0
100,96.35,0
100,96.37,0
100,96.39,0
100,96.4,0
100,96.41,0
100,96.43,0
100,96.39,0
100,96.4,0
100,96.41,0
100,96.43,0
100,96.48,0
100,96.51,0
100,96.52,0
100,96.47,0
100,96.47,0
100,96.48,0
100,96.48,0
100,96.49,0
100,96.5,0
100,96.51,0
100,96.52,0
100,96.53,0
100,96.54,0
100,96.54,0
100,96.54,0
100,96.56,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.61,0
100,96.62,0
100,96.61,0
100,96.62,0
100,96.63,0
100,96.64,0
100,96.66,0
100,96.67,0
100,96.61,0
100,96.61,0
100,96.55,0
100,96.55,0
100,96.56,0
100,96.58,0
100,95.47,0
100,95.27,0
100,95.27,0
100,95.27,0
100,95.28,0
100,95.28,0
100,95.28,0
100,95.2,0
100,95.19,0
100,95.19,0
100,95.19,0
100,95.19,0
100,95.19,0
100,95.21,0
100,95.22,0
100,95.23,0
100,95.25,0
100,95.26,0
100,95.18,0
100,95.21,0
100,95.23,0
100,95.27,0
100,95.33,0
100,95.34,0
100,95.35,0
100,95.36,0
100,95.31,0
100,95.33,0
100,95.35,0
100,95.36,0
100,95.37,0
100,95.39,0
100,95.4,0
100,95.42,0
100,95.45,0
100,95.46,0
100,95.48,0
100,95.51,0
100,95.51,0
100,95.53,0
100,95.53,0
100,95.54,0
100,95.49,0
100,95.49,0
100,95.51,0
100,95.52,0
100,95.54,0
100,95.55,0
100,95.57,0
100,95.58,0
100,95.59,0
100,95.6,0
100,95.61,0
100,95.62,0
100,95.35,0
100,95.36,0
100,95.39,0
100,95.41,0
100,95.41,0
100,95.43,0
100,95.44,0
100,95.46,0
100,95.47,0
100,95.66,0
100,95.65,0
100,95.68,0
100,95.77,0
100,95.78,0
100,95.79,0
100,95.8,0
100,95.81,0
100,95.82,0
100,95.84,0
100,95.85,0
100,95.75,0
100,95.75,0
100,95.77,0
100,95.8,0
100,95.82,0
100,95.83,0
100,95.85,0
100,95.85,0
100,95.86,0
100,95.86,0
100,95.79,0
100,95.81,0
100,95.82,0
100,95.85,0
100,95.85,0
100,95.86,0
100,95.81,0
100,95.82,0
100,95.83,0
100,95.84,0
100,95.85,0
100,95.86,0
100,95.86,0
100,95.87,0
100,95.13,0
100,95.13,0
100,95.21,0
100,95.22,0
100,95.24,0
100,95.25,0
100,95.26,0
100,95.27,0
100,95.51,0
100,95.67,0
100,95.69,0
100,95.59,0
100,95.59,0
100,95.6,0
100,95.62,0
100,95.66,0
100,95.61,0
100,95.64,0
100,95.69,0
100,95.7,0
100,95.72,0
100,95.73,0
100,95.74,0
100,95.74,0
100,95.76,0
100,95.8,0
100,95.81,0
100,95.83,0
100,95.88,0
100,95.91,0
100,95.93,0
100,95.93,0
100,95.97,0
100,96,0
100,96,0
100,96.02,0
100,96.03,0
100,96.06,0
100,96.07,0
100,96.09,0
100,96.03,0
100,96.05,0
100,96.06,0
100,96.07,0
100,96.08,0
100,96.08,0
100,96.09,0
100,96.1,0
100,96.11,0
100,96.12,0
100,96.11,0
100,96.13,0
100,96.13,0
100,96.15,0
100,96.17,0
100,96.2,0
100,96.24,0
100,96.3,0
100,96.32,0
100,96.34,0
100,96.4,0
100,96.46,0
100,96.49,0
100,96.51,0
100,96.46,0
100,96.47,0
100,96.47,0
100,96.49,0
100,96.5,0
100,96.52,0
100,96.56,0
100,96.6,0
100,96.6,0
100,96.62,0
100,96.63,0
100,96.65,0
100,96.67,0
100,96.68,0
100,96.69,0
100,96.7,0
100,96.72,0
100,96.75,0
100,96.31,0
100,95.7,0
100,95.71,0
100,95.71,0
100,95.71,0
100,95.72,0
100,95.68,0
100,95.68,0
100,95.61,0
100,95.62,0
100,95.63,0
100,95.65,0
100,95.67,0
100,95.71,0
100,95.73,0
100,95.76,0
100,95.77,0
100,95.79,0
100,95.82,0
100,95.85,0
100,95.83,0
100,95.85,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.92,0
100,95.93,0
100,95.95,0
100,95.96,0
100,95.96,0
100,95.91,0
100,95.91,0
100,95.9,0
100,95.91,0
100,95.92,0
100,95.93,0
100,95.94,0
100,95.95,0
100,95.97,0
100,95.99,0
100,96,0
100,96.02,0
100,96.03,0
100,96.04,0
100,96.06,0
100,96.07,0
100,96.08,0
100,96.1,0
100,96.13,0
100,96.17,0
100,96.22,0
100,96.25,0
100,96.26,0
100,96.32,0
100,96.28,0
100,96.31,0
100,96.35,0
100,96.41,0
100,96.43,0
100,96.44,0
100,96.45,0
100,96.47,0
100,96.51,0
100,96.54,0
100,96.56,0
100,96.56,0
100,96.61,0
100,96.62,0
100,96.63,0
100,96.68,0
100,96.72,0
100,96.73,0
100,96.74,0
100,96.78,0
100,96.79,0
100,96.81,0
100,96.82,0
100,96.85,0
100,96.8,0
100,96.79,0
100,96.79,0
100,96.8,0
100,96.81,0
100,96.81,0
100,96.83,0
100,96.83,0
100,96.85,0
100,96.88,0
100,96.9,0
100,96.93,0
100,96.95,0
100,96.97,0
100,96.98,0
100,96.98,0
100,96.99,0
100,97,0
100,97.01,0
100,97.03,0
100,97.04,0
100,97.05,0
100,97.07,0
100,97.08,0
100,97.01,0
100,97.01,0
100,97.01,0
100,97.02,0
100,97,0
100,97.02,0
100,97.02,0
100,97.04,0
100,97.05,0
100,97.06,0
100,97.07,0
100,97.09,0
100,97.1,0
100,97.1,0
100,97.11,0
100,97.12,0
100,97.14,0
100,97.17,0
100,97.19,0
100,97.24,0
100,97.24,0
100,97.27,0
100,97.28,0
100,97.29,0
100,97.24,0
100,97.35,0
100,97.36,0
100,97.67,0
100,98.15,0
100,98.16,0
100,98.14,0
100,98.15,0
100,98.22,0
100,98.25,0
100,98.27,0
100,98.29,0
100,98.31,0
100,98.38,0
100,98.51,0
100,96.91,0
100,96.92,0
100,96.92,0
100,96.93,0
100,96.93,0
100,96.93,0
100,96.92,0
100,96.92,0
100,96.93,0
100,96.87,0
100,96.88,0
100,96.87,0
100,96.88,0
100,96.89,0
100,97.05,0
100,97.2,0
100,97.22,0
100,97.23,0
100,97.24,0
100,97.25,0
100,97.26,0
100,97.3,0
100,97.31,0
100,97.34,0
100,97.35,0
100,97.37,0
100,97.39,0
100,97.41,0
100,97.45,0
100,97.46,0
100,97.47,0
100,97.49,0
100,97.5,0
100,97.44,0
100,97.33,0
100,97.34,0
100,97.35,0
100,97.36,0
100,97.38,0
100,97.4,0
100,97.48,0
100,97.52,0
100,97.53,0
100,97.55,0
100,97.57,0
100,97.58,0
100,97.6,0
100,97.62,0
100,97.63,0
100,97.63,0
100,97.63,0
100,97.64,0
100,97.64,0
100,97.64,0
100,97.65,0
100,97.67,0
100,97.68,0
100,97.62,0
100,97.62,0
100,97.62,0
100,97.63,0
100,97.63,0
100,97.63,0
100,97.63,0
100,97.64,0
100,97.65,0
100,97.66,0
100,97.68,0
100,97.71,0
100,97.72,0
100,97.73,0
100,97.78,0
100,97.79,0
100,97.8,0
100,97.81,0
100,97.83,0
100,97.86,0
100,97.8,0
100,97.8,0
100,97.8,0
100,97.81,0
100,97.75,0
100,97.75,0
100,97.76,0
100,97.76,0
100,97.76,0
100,97.77,0
100,97.78,0
100,97.8,0
100,97.8,0
100,97.82,0
100,97.83,0
100,97.83,0
100,97.85,0
100,97.86,0
100,97.88,0
100,97.9,0
100,97.9,0
100,97.91,0
100,97.87,0
100,97.87,0
100,97.89,0
100,97.89,0
100,97.91,0
100,97.92,0
100,97.88,0
100,97.88,0
100,97.88,0
100,97.88,0
100,97.89,0
100,97.9,0
100,97.91,0
100,97.92,0
100,97.93,0
100,97.94,0
100,97.98,0
100,97.99,0
100,98,0
100,98.01,0
100,98.02,0
100,98.03,0
100,98.04,0
100,98.07,0
100,98.07,0
100,98.09,0
100,98.1,0
100,98.11,0
100,98.12,0
100,98.14,0
100,98.08,0
100,98.08,0
100,98.09,0
100,98.11,0
100,98.12,0
100,98.13,0
100,98.14,0
100,98.15,0
100,98.16,0
100,98.17,0
100,98.18,0
100,98.19,0
100,98.18,0
100,98.2,0
100,98.21,0
100,98.22,0
100,98.23,0
100,98.24,0
100,98.25,0
100,98.26,0
100,98.27,0
100,98.28,0
100,98.29,0
100,98.14,0
100,98.06,0
100,98.08,0
100,98.09,0
100,98.11,0
100,98.15,0
100,98.16,0
100,98.17,0
100,98.18,0
100,98.21,0
100,98.23,0
100,98.23,0
100,98.24,0
100,98.25,0
100,98.26,0
100,98.28,0
100,98.29,0
100,98.3,0
100,98.31,0
100,98.33,0
100,98.35,0
100,98.37,0
100,98.38,0
100,98.4,0
100,98.45,0
100,98.39,0
100,98.39,0
100,98.39,0
100,98.4,0
100,98.4,0
100,98.44,0
100,98.44,0
100,98.41,0
100,98.41,0
100,98.41,0
100,98.41,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.43,0
100,98.43,0
100,98.43,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.41,0
100,98.41,0
100,98.41,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.42,0
100,98.43,0
100,98.43,0
100,98.43,0
100,98.43,0
100,98.45,0
100,98.46,0
100,98.46,0
100,98.46,0
100,98.46,0
100,98.46,0
100,98.47,0
100,98.48,0
100,98.48,0
100,98.48,0
100,98.49,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.46,0
100,98.46,0
100,98.46,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.48,0
100,98.48,0
100,98.48,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.44,0
100,98.46,0
100,98.46,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.47,0
100,98.48,0
100,98.48,0
100,98.48,0
100,98.49,0
100,98.49,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.51,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.45,0
100,98.46,0
100,98.46,0
100,98.47,0
100,98.48,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.51,0
100,98.51,0
100,98.51,0
100,98.52,0
100,98.52,0
100,98.52,0
100,98.53,0
100,98.48,0
100,98.48,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.49,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.5,0
100,98.51,0
100,98.52,0
100,98.53,0
100,98.54,0
100,98.56,0
100,98.57,0
100,98.6,0
100,98.63,0
100,98.64,0
100,98.66,0
100,98.6,0
100,98.61,0
100,98.62,0
100,98.63,0
100,98.63,0
100,98.64,0
100,98.64,0
100,98.64,0
100,98.65,0
100,98.66,0
100,98.66,0
100,98.65,0
100,98.66,0
100,98.66,0
100,98.66,0
100,98.67,0
100,98.67,0
100,98.68,0
100,98.68,0
100,98.68,0
100,98.71,0
100,98.72,0
100,98.72,0
100,98.72,0
100,98.67,0
100,98.67,0
100,98.67,0
100,98.67,0
100,98.68,0
100,98.68,0
100,98.7,0
100,98.71,0
100,98.73,0
100,98.73,0
100,98.72,0
100,98.73,0
100,98.74,0
100,98.74,0
100,98.75,0
100,98.76,0
100,93.93,0
100,93.69,0
100,93.69,0
100,93.71,0
100,93.71,0
100,93.72,0
100,93.74,0
100,93.75,0
100,93.69,0
100,93.7,0
100,93.71,0
100,93.71,0
100,93.74,0
100,93.73,0
100,93.73,0
100,93.73,0
100,93.74,0
100,93.75,0
100,93.76,0
100,93.77,0
100,93.79,0
100,93.89,0
100,93.89,0
100,93.92,0
100,93.94,0
100,93.95,0
100,94.17,0
100,94.2,0
100,93.89,0
100,93.89,0
100,93.89,0
100,93.89,0
100,93.81,0
100,93.82,0
100,93.85,0
100,93.87,0
100,93.88,0
100,93.89,0
100,93.91,0
100,93.92,0
100,93.93,0
100,93.93,0
100,93.94,0
100,93.94,0
100,93.95,0
100,93.95,0
100,93.95,0
100,93.95,0
100,93.95,0
100,93.96,0
100,93.98,0
100,93.98,0
100,94,0
100,94,0
100,94.01,0
100,94.03,0
100,93.97,0
100,93.97,0
100,93.99,0
100,94,0
100,94.03,0
100,94.04,0
100,94.05,0
100,94.05,0
100,94.06,0
100,94.06,0
100,94.07,0
100,94.07,0
100,94.07,0
100,94.07,0
100,94.08,0
100,94.07,0
100,94.08,0
100,94.08,0
100,94.08,0
100,94.09,0
100,94.13,0
100,94.13,0
100,94.13,0
100,94.14,0
100,94.09,0
100,94.09,0
100,94.1,0
100,94.1,0
100,94.1,0
100,94.11,0
100,94.11,0
100,94.12,0
100,94.12,0
100,94.13,0
100,94.13,0
100,94.13,0
100,94.13,0
100,94.13,0
100,94.14,0
100,94.14,0
100,94.14,0
100,94.12,0
100,94.12,0
100,94.12,0
100,94.12,0
100,94.12,0
100,94.13,0
100,94.12,0
100,94.05,0
100,94.05,0
100,94.05,0
100,94.05,0
100,94.05,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.07,0
100,94.07,0
100,94.08,0
100,94.09,0
100,94.11,0
100,94.11,0
100,94.12,0
100,94.12,0
100,94.13,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.06,0
100,94.04,0
100,94.08,0
0.09,94.13,0
0,94.13,0
0.02,94.13,0
100,19.33,0
100,19.33,0
0.45,19.27,0
0,19.3,0
0,19.31,0
1.31,19.3,0
0,19.3,0
1.37,19.3,0
0,19.3,0
0,19.31,0
0.75,19.31,0
0.86,19.31,0
0,19.31,0
0,19.31,0
0.14,19.31,0
0.6,19.29,0
0,19.29,0
0,19.3,0
0.02,19.3,0
0.41,19.3,0
0.58,19.31,0
0.42,19.31,0
0,19.32,0
0.84,19.33,0
0,19.33,0
0,19.33,0
1.19,19.33,0
0.34,19.33,0
0,19.34,0
0.08,19.34,0
0.63,19.34,0
0,19.34,0
0,19.35,0
2.2,19.35,0
0,19.35,0
0.08,19.36,0
0,19.36,0
0,19.36,0
0.05,19.37,0
0,19.34,0
0.11,19.33,0
0,19.33,0
0,19.33,0
1.3,19.33,0
0,19.33,0
1.27,19.33,0
0.14,19.33,0
0,19.33,0
0,19.33,0
0.76,19.34,0
0.08,19.35,0
0.11,19.35,0
0.05,19.38,0
0,19.39,0
0,19.38,0
0.05,19.38,0
0.98,19.37,0
0.11,19.38,0
0,19.39,0
1.81,19.4,0
0,19.4,0
0.97,19.43,0
0,19.45,0
0.29,19.41,0
0,19.4,0
1.08,19.4,0
0,19.4,0
0.85,19.41,0
0,19.42,0
1.5,19.42,0
23.85,19.43,0
1.29,19.45,0
0,19.46,0
0,19.47,0
0.12,19.48,0
0,19.52,0
26.61,19.57,0
0,19.57,0
