CPU,RAM,BINARY
100,96.93,0
100,96.95,0
100,96.98,0
100,97.04,0
100,97.03,0
100,96.11,0
100,96.06,0
100,96.06,0
100,96.06,0
100,96.08,0
100,96.07,0
100,96.08,0
100,96.08,0
100,96.09,0
100,96.06,0
100,96.07,0
100,96.08,0
100,96.11,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.14,0
100,96.15,0
100,96.16,0
100,96.17,0
100,96.19,0
100,96.2,0
100,96.21,0
100,96.22,0
100,96.23,0
100,96.18,0
100,96.18,0
100,96.19,0
100,96.19,0
100,96.19,0
100,96.2,0
100,96.21,0
100,96.23,0
100,96.23,0
100,96.24,0
100,96.38,0
100,96.39,0
100,96.4,0
100,96.41,0
100,96.42,0
100,96.43,0
100,96.45,0
100,96.46,0
100,96.47,0
100,96.47,0
100,96.49,0
100,96.51,0
100,96.57,0
100,96.58,0
100,96.53,0
100,96.52,0
100,96.52,0
100,96.53,0
100,96.54,0
100,96.54,0
100,96.56,0
100,96.57,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.6,0
100,96.62,0
100,96.64,0
100,96.65,0
100,96.65,0
100,96.66,0
100,96.68,0
100,96.68,0
100,96.69,0
100,96.8,0
100,96.85,0
100,96.86,0
100,96.88,0
100,96.83,0
100,96.83,0
100,96.83,0
100,96.84,0
100,96.86,0
100,96.87,0
100,96.85,0
100,96.87,0
100,96.88,0
100,96.92,0
100,96.92,0
100,96.93,0
100,96.98,0
100,96.99,0
100,97.02,0
100,97.01,0
100,97.03,0
100,97.06,0
100,97.06,0
100,97.07,0
100,97.08,0
100,97.08,0
100,97.08,0
100,97.09,0
100,97.04,0
100,97.04,0
100,97.04,0
100,97.06,0
100,97.07,0
100,97.08,0
100,97.09,0
100,97.12,0
100,97.14,0
100,97.16,0
100,97.17,0
100,97.18,0
100,97.19,0
100,97.2,0
100,97.21,0
100,97.22,0
100,97.23,0
100,97.24,0
100,97.27,0
100,97.29,0
100,97.26,0
100,97.26,0
100,97.26,0
100,97.29,0
100,97.23,0
100,97.26,0
100,97.27,0
100,97.28,0
100,97.29,0
100,97.3,0
100,97.32,0
100,97.36,0
100,97.42,0
100,96.52,0
100,96.52,0
100,96.53,0
100,96.53,0
100,96.55,0
100,96.46,0
100,96.46,0
100,96.46,0
100,96.47,0
100,96.47,0
100,96.48,0
100,96.49,0
100,96.49,0
100,96.49,0
100,96.5,0
100,96.45,0
100,96.44,0
100,96.44,0
100,96.44,0
100,96.45,0
100,96.42,0
100,96.42,0
100,96.43,0
100,96.44,0
100,96.45,0
100,96.45,0
100,96.46,0
100,96.49,0
100,96.5,0
100,96.52,0
100,96.52,0
100,96.53,0
100,96.53,0
100,96.54,0
100,96.55,0
100,96.58,0
100,96.6,0
100,96.61,0
100,96.62,0
70.62,96.59,0
9.49,96.59,0
9.37,96.59,0
0,96.62,0
18.64,96.62,0
38.85,96.63,0
9.75,96.64,0
0,96.64,0
9.46,96.66,1
9.37,96.68,0
0,96.69,0
9.54,96.71,1
9.49,96.71,0
0,96.74,0
100,96.72,0
70.12,96.73,0
0,96.74,0
8.4,96.75,0
8.45,96.7,0
0,96.71,0
8.74,96.72,0
9.46,96.73,0
9.43,96.77,1
0,96.78,0
41.27,96.74,0
39.53,96.74,0
100,96.75,0
100,96.76,0
100,96.77,0
100,96.79,0
100,96.81,0
100,96.82,0
100,96.83,0
100,96.84,0
100,96.85,0
100,96.86,0
100,96.89,0
100,96.91,0
100,96.92,0
100,96.93,0
100,96.94,0
100,96.95,0
100,96.96,0
100,96.98,0
100,96.99,0
100,97.02,0
100,97.03,0
100,97.04,0
100,97,0
100,97,0
100,96.99,0
100,96.99,0
100,97.02,0
100,97.03,0
100,97.08,0
100,97.09,0
100,97.1,0
100,97.12,0
100,97.13,0
100,97.14,0
100,97.17,0
100,97.16,0
100,97.17,0
100,97.18,0
100,97.17,0
100,97.2,0
100,97.21,0
100,97.23,0
100,97.22,0
100,97.23,0
100,97.24,0
100,97.26,0
100,97.21,0
100,97.2,0
100,97.2,0
100,97.24,0
100,97.25,0
100,97.26,0
100,97.28,0
100,97.3,0
100,97.32,0
100,97.35,0
100,97.36,0
100,96.83,0
100,96.66,0
100,96.67,0
100,96.67,0
100,96.68,0
100,96.7,0
100,96.7,0
100,96.71,0
100,96.72,0
100,96.74,0
100,96.74,0
100,96.74,0
100,96.75,0
100,96.7,0
100,96.7,0
100,96.7,0
100,96.7,0
100,96.7,0
100,96.71,0
100,96.74,0
100,96.76,0
100,96.78,0
100,96.8,0
100,96.82,0
100,96.84,0
100,96.86,0
100,96.87,0
100,96.88,0
100,96.9,0
100,96.91,0
100,96.94,0
100,96.95,0
100,96.96,0
100,97,0
100,97.02,0
100,97.04,0
100,97.05,0
100,96.99,0
100,97,0
100,97,0
100,97.02,0
100,97.03,0
100,97.03,0
100,97.04,0
100,97.05,0
100,97.06,0
100,97.08,0
100,97.09,0
100,97.1,0
100,97.11,0
100,97.13,0
100,97.18,0
100,97.2,0
100,97.21,0
100,97.22,0
100,97.24,0
100,97.26,0
100,97.28,0
100,97.29,0
100,97.31,0
100,97.34,0
100,97.3,0
100,97.32,0
100,97.32,0
100,97.32,0
100,97.33,0
100,97.33,0
100,97.33,0
100,97.34,0
100,97.35,0
100,97.37,0
100,97.38,0
100,97.39,0
100,97.4,0
100,97.41,0
100,97.44,0
100,97.44,0
100,97.49,0
100,97.51,0
100,97.52,0
100,97.53,0
100,97.54,0
100,97.57,0
100,97.58,0
100,97.58,0
100,97.52,0
100,97.52,0
100,97.53,0
100,97.53,0
100,97.54,0
100,97.55,0
100,97.55,0
100,97.56,0
100,97.59,0
100,97.6,0
100,97.61,0
100,97.62,0
100,97.63,0
100,97.64,0
100,97.65,0
100,97.66,0
100,97.66,0
100,97.68,0
100,97.69,0
100,97.71,0
100,97.72,0
100,97.74,0
100,97.75,0
100,97.76,0
100,97.72,0
100,97.72,0
100,97.73,0
100,97.73,0
100,97.74,0
100,97.75,0
100,97.76,0
100,97.77,0
100,97.78,0
100,97.73,0
100,97.73,0
100,97.72,0
100,97.73,0
100,97.74,0
100,97.75,0
100,97.76,0
100,97.78,0
100,97.79,0
100,97.8,0
100,97.8,0
100,97.84,0
100,97.87,0
100,97.87,0
100,97.88,0
100,97.83,0
100,97.83,0
100,97.83,0
100,97.83,0
100,97.83,0
100,97.83,0
100,97.82,0
100,97.83,0
100,97.83,0
100,97.83,0
100,97.84,0
100,97.85,0
100,97.85,0
100,97.85,0
100,97.85,0
100,97.86,0
100,97.86,0
100,97.87,0
100,97.88,0
100,97.89,0
100,97.9,0
100,97.91,0
100,97.94,0
100,98.01,0
100,97.99,0
100,97.99,0
100,97.99,0
100,98,0
100,98.01,0
100,98.02,0
100,98.04,0
100,98.05,0
100,98.06,0
100,98.07,0
100,98.06,0
100,98.07,0
100,98.1,0
100,98.12,0
100,97.03,0
100,96.56,0
100,96.57,0
100,96.59,0
100,96.59,0
100,96.6,0
100,96.62,0
100,96.62,0
100,96.63,0
100,96.64,0
100,96.6,0
100,96.6,0
100,96.61,0
100,96.63,0
100,96.63,0
100,96.64,0
100,96.65,0
100,96.66,0
100,96.67,0
100,96.68,0
100,96.7,0
100,96.71,0
100,96.72,0
100,96.72,0
100,96.73,0
100,96.74,0
100,96.75,0
100,96.76,0
100,96.77,0
100,96.78,0
100,96.78,0
100,96.79,0
100,96.8,0
100,96.81,0
100,96.76,0
100,96.76,0
100,96.76,0
100,96.78,0
100,96.78,0
100,96.78,0
100,96.79,0
100,96.8,0
100,96.82,0
100,96.83,0
100,96.83,0
100,96.84,0
100,96.85,0
100,96.86,0
100,96.88,0
100,96.88,0
100,96.89,0
100,96.9,0
100,96.91,0
100,96.92,0
100,96.95,0
100,96.97,0
100,96.98,0
100,96.99,0
100,96.95,0
100,96.95,0
100,96.96,0
100,96.96,0
100,96.97,0
100,96.98,0
100,96.99,0
100,97,0
100,97.01,0
100,97.01,0
100,97.02,0
100,97.03,0
100,97.04,0
100,97.05,0
100,97.06,0
100,97.07,0
100,97.04,0
100,97.04,0
100,97.05,0
100,97.05,0
100,97.06,0
100,97.07,0
100,97.07,0
100,97.08,0
100,97.03,0
100,97.04,0
100,97.04,0
100,97.04,0
100,97.04,0
100,97.04,0
100,97.05,0
100,97.07,0
100,97.07,0
100,97.09,0
100,97.1,0
100,97.1,0
100,97.11,0
100,97.12,0
100,97.13,0
100,97.14,0
100,97.15,0
100,97.15,0
100,97.16,0
100,97.16,0
100,97.17,0
100,97.18,0
100,97.19,0
100,97.2,0
100,97.15,0
100,97.16,0
100,97.16,0
100,97.16,0
100,97.16,0
100,97.18,0
100,97.21,0
100,97.22,0
100,97.22,0
100,97.23,0
100,97.25,0
100,97.26,0
100,97.27,0
100,97.28,0
100,97.29,0
100,97.3,0
100,97.31,0
100,97.31,0
100,97.32,0
100,97.34,0
100,97.35,0
100,97.36,0
100,97.36,0
100,97.37,0
100,97.33,0
100,97.33,0
100,97.34,0
100,97.34,0
100,97.35,0
100,97.36,0
100,97.37,0
100,97.38,0
100,97.39,0
100,97.41,0
100,97.43,0
100,97.43,0
100,97.44,0
100,97.46,0
100,97.46,0
100,97.47,0
100,97.48,0
100,97.49,0
100,97.51,0
100,97.52,0
100,97.53,0
100,97.53,0
100,97.54,0
100,97.56,0
100,97.51,0
100,97.51,0
100,97.52,0
100,97.52,0
100,97.53,0
100,97.54,0
100,97.55,0
100,97.56,0
100,97.57,0
100,97.57,0
100,97.59,0
100,97.6,0
100,97.6,0
100,97.61,0
100,97.62,0
100,97.65,0
100,97.66,0
100,97.67,0
100,97.68,0
100,97.68,0
100,97.69,0
100,97.7,0
100,97.72,0
100,97.72,0
100,97.67,0
100,97.68,0
100,97.68,0
100,97.66,0
100,97.67,0
100,97.68,0
100,97.69,0
100,97.68,0
100,97.68,0
100,97.7,0
100,97.7,0
100,97.71,0
100,97.72,0
100,97.73,0
100,97.75,0
100,97.75,0
100,97.75,0
100,97.76,0
100,97.77,0
100,97.78,0
100,97.78,0
100,97.79,0
100,97.8,0
100,97.8,0
100,97.75,0
100,97.75,0
100,97.75,0
100,97.76,0
100,97.76,0
100,97.78,0
100,97.78,0
100,96.64,0
100,96.15,0
100,96.15,0
100,96.15,0
100,96.16,0
100,96.17,0
100,96.18,0
100,96.21,0
100,96.25,0
100,96.27,0
100,96.27,0
100,96.29,0
100,96.3,0
100,96.31,0
100,96.32,0
100,96.32,0
100,96.33,0
100,96.29,0
100,96.21,0
100,96.21,0
100,96.22,0
100,96.07,0
100,96.07,0
100,96.07,0
100,96.07,0
100,96.08,0
100,96.08,0
100,96.09,0
100,96.1,0
100,96.11,0
100,96.11,0
100,96.13,0
100,96.12,0
100,96.14,0
100,96.14,0
100,96.11,0
100,96.12,0
100,96.11,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.08,0
100,96.08,0
100,96.09,0
100,96.09,0
100,96.09,0
100,96.1,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.14,0
100,96.15,0
100,96.16,0
100,96.17,0
100,96.17,0
100,96.18,0
100,96.19,0
100,96.19,0
100,96.21,0
100,96.23,0
100,96.24,0
100,96.24,0
100,96.24,0
100,96.26,0
100,96.26,0
100,96.21,0
100,96.21,0
100,96.21,0
100,96.22,0
100,96.25,0
100,96.28,0
100,96.28,0
100,96.31,0
100,96.31,0
100,96.32,0
100,96.33,0
100,96.36,0
100,96.36,0
100,96.37,0
100,96.38,0
100,96.39,0
100,96.4,0
100,96.4,0
100,96.41,0
100,96.42,0
100,96.45,0
100,96.45,0
100,96.46,0
100,96.47,0
100,96.42,0
100,96.44,0
100,96.43,0
100,96.44,0
100,96.45,0
100,96.48,0
100,96.5,0
100,96.51,0
100,96.55,0
100,96.58,0
100,96.6,0
100,96.63,0
100,96.64,0
100,96.66,0
100,96.67,0
100,96.67,0
100,96.67,0
100,96.68,0
100,96.69,0
100,96.7,0
100,96.7,0
100,96.71,0
100,96.71,0
100,96.72,0
100,96.68,0
100,96.68,0
100,96.68,0
100,96.68,0
100,96.69,0
100,96.7,0
100,96.69,0
100,96.7,0
100,96.71,0
100,96.72,0
100,96.72,0
100,96.73,0
100,96.74,0
100,96.75,0
100,96.77,0
100,96.78,0
100,96.79,0
100,96.81,0
100,96.81,0
100,96.81,0
100,96.82,0
100,96.83,0
100,96.86,0
100,96.87,0
100,96.83,0
100,96.83,0
100,96.82,0
100,96.83,0
100,96.83,0
100,96.84,0
100,96.85,0
100,96.86,0
100,96.87,0
100,96.89,0
100,96.9,0
100,96.9,0
100,96.92,0
100,96.92,0
100,96.93,0
100,96.96,0
100,96.97,0
100,96.98,0
100,96.99,0
100,97.01,0
100,97.04,0
100,97.08,0
100,97.09,0
100,97.08,0
100,97.04,0
100,97.05,0
100,97.05,0
100,97.06,0
100,97.06,0
100,97.07,0
100,97.07,0
100,97.08,0
100,97.08,0
100,97.09,0
100,97.1,0
100,97.1,0
100,97.11,0
100,97.12,0
100,97.13,0
100,97.15,0
100,97.16,0
100,97.16,0
100,97.17,0
100,97.18,0
100,97.2,0
100,97.21,0
100,97.22,0
100,97.22,0
100,97.18,0
100,97.18,0
100,97.18,0
100,97.18,0
100,97.18,0
100,97.19,0
100,97.2,0
100,97.21,0
100,97.26,0
100,97.27,0
100,97.27,0
100,97.28,0
100,97.29,0
100,97.29,0
100,97.3,0
100,97.32,0
100,97.33,0
100,97.35,0
100,97.36,0
100,97.36,0
100,97.38,0
100,97.39,0
100,97.39,0
100,96.57,0
100,96.21,0
100,95.78,0
100,95.78,0
100,95.78,0
100,95.78,0
100,95.79,0
100,95.79,0
100,95.8,0
100,95.81,0
100,95.82,0
100,95.83,0
100,95.84,0
100,95.85,0
100,95.86,0
100,95.87,0
100,95.88,0
100,95.89,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.91,0
100,95.92,0
100,95.93,0
100,95.94,0
100,95.88,0
100,95.9,0
100,95.9,0
100,95.9,0
100,95.91,0
100,95.93,0
100,95.94,0
100,95.94,0
100,95.95,0
100,95.96,0
100,95.97,0
100,95.97,0
100,95.98,0
100,95.98,0
100,95.99,0
100,96,0
100,96.01,0
100,96.02,0
100,95.95,0
100,95.97,0
100,95.97,0
100,95.98,0
100,95.98,0
100,95.79,0
100,95.27,0
100,95.11,0
100,95.25,0
100,95.36,0
100,95.36,0
100,95.26,0
100,95.27,0
100,95.27,0
100,95.28,0
100,95.3,0
100,95.31,0
100,95.31,0
100,95.33,0
100,95.33,0
100,95.34,0
100,95.35,0
100,95.36,0
100,95.36,0
100,95.24,0
100,95.25,0
100,95.26,0
100,95.25,0
100,95.28,0
100,95.3,0
100,95.24,0
100,95.24,0
100,95.25,0
100,95.25,0
100,95.26,0
100,95.28,0
100,95.29,0
100,95.29,0
100,95.31,0
100,95.3,0
100,95.3,0
100,95.32,0
100,95.34,0
100,95.38,0
100,95.39,0
100,95.41,0
100,95.44,0
100,95.46,0
100,95.47,0
100,95.48,0
100,95.49,0
100,95.5,0
100,95.52,0
100,95.55,0
100,95.5,0
100,95.53,0
100,95.54,0
100,95.54,0
100,95.58,0
100,95.59,0
100,95.6,0
100,95.61,0
100,95.62,0
100,95.64,0
100,95.66,0
100,95.66,0
100,95.67,0
100,95.68,0
100,95.71,0
100,95.72,0
100,95.73,0
100,95.74,0
100,95.77,0
100,95.91,0
100,95.87,0
100,95.88,0
100,95.88,0
100,95.9,0
100,95.84,0
100,95.85,0
100,95.85,0
100,95.85,0
100,95.88,0
100,95.89,0
100,95.9,0
100,95.91,0
100,95.91,0
100,95.93,0
100,95.95,0
100,95.98,0
100,96,0
100,96.02,0
100,96.04,0
100,96.06,0
100,96.09,0
100,96.11,0
100,96.12,0
100,96.13,0
100,96.14,0
100,96.15,0
100,96.16,0
100,96.17,0
100,96.11,0
100,96.11,0
100,96.11,0
100,96.11,0
100,96.11,0
100,96.13,0
100,96.14,0
100,96.16,0
100,96.19,0
100,96.2,0
100,96.21,0
100,96.22,0
100,96.23,0
100,96.26,0
100,96.29,0
100,96.3,0
100,96.31,0
100,96.32,0
100,96.33,0
100,96.33,0
100,96.34,0
100,96.35,0
100,96.36,0
100,96.38,0
100,96.33,0
100,96.33,0
100,96.33,0
100,96.32,0
100,96.34,0
100,96.34,0
100,96.38,0
100,96.43,0
100,96.45,0
100,96.46,0
100,96.47,0
100,96.47,0
100,96.48,0
100,96.7,0
100,96.71,0
100,96.79,0
100,96.69,0
100,96.72,0
100,96.74,0
100,95.96,0
100,95.23,0
100,95.24,0
100,95.18,0
100,95.19,0
100,95.14,0
100,95.14,0
100,95.08,0
100,95.08,0
100,95.08,0
100,95.1,0
100,95.12,0
100,95.12,0
100,95.15,0
100,95.16,0
100,95.19,0
100,95.2,0
100,95.22,0
100,95.25,0
100,95.29,0
100,95.32,0
100,95.34,0
100,95.38,0
100,95.48,0
100,95.61,0
100,96.13,0
100,96.15,0
100,96.23,0
100,96.25,0
100,95.71,0
100,95.71,0
100,95.71,0
100,95.74,0
100,95.75,0
100,95.76,0
100,95.77,0
100,95.33,0
100,95.02,0
100,94.36,0
100,94.25,0
100,94.26,0
100,94.26,0
100,94.28,0
100,94.29,0
100,94.29,0
100,94.29,0
100,94.31,0
100,94.31,0
100,94.33,0
100,94.34,0
100,94.34,0
100,94.35,0
100,94.37,0
100,94.3,0
100,94.3,0
100,94.3,0
100,94.29,0
100,94.32,0
100,94.33,0
100,94.34,0
100,94.34,0
100,94.34,0
100,94.35,0
100,94.36,0
100,94.37,0
100,94.39,0
100,94.4,0
100,94.41,0
100,94.42,0
100,94.43,0
100,94.44,0
100,94.45,0
100,94.45,0
100,94.46,0
100,94.47,0
100,94.47,0
100,94.47,0
100,94.42,0
100,94.42,0
100,94.42,0
100,94.47,0
100,94.5,0
100,94.51,0
100,94.52,0
100,94.55,0
100,94.58,0
100,94.57,0
100,94.59,0
100,94.6,0
100,94.63,0
100,94.64,0
100,94.65,0
100,94.67,0
100,94.68,0
100,94.71,0
100,94.73,0
100,94.74,0
100,94.74,0
100,94.76,0
100,94.78,0
100,94.79,0
100,94.74,0
100,94.75,0
100,94.76,0
100,94.77,0
100,94.78,0
100,94.71,0
100,94.72,0
100,94.72,0
100,94.74,0
100,94.75,0
100,94.76,0
100,94.78,0
100,94.79,0
100,94.81,0
100,94.81,0
100,94.83,0
100,94.84,0
100,94.85,0
100,94.86,0
100,94.88,0
100,94.88,0
100,94.83,0
100,94.83,0
100,94.84,0
100,94.77,0
100,94.79,0
100,94.8,0
100,94.81,0
100,94.82,0
100,94.82,0
100,94.83,0
100,94.84,0
100,94.86,0
100,94.86,0
100,94.87,0
100,94.88,0
100,94.89,0
100,94.9,0
100,94.9,0
100,94.88,0
100,94.88,0
100,94.91,0
100,94.92,0
100,94.93,0
100,94.94,0
100,94.95,0
100,94.96,0
100,94.97,0
100,94.92,0
100,94.93,0
100,94.96,0
100,94.99,0
100,95.04,0
100,95.04,0
100,95.06,0
100,95.07,0
100,95.09,0
100,95.09,0
100,95.1,0
100,95.15,0
100,95.17,0
100,95.18,0
100,95.18,0
100,95.19,0
100,95.21,0
100,95.22,0
100,95.24,0
100,95.27,0
100,95.28,0
100,95.28,0
100,95.29,0
100,95.31,0
100,95.24,0
100,95.24,0
100,95.26,0
100,95.25,0
100,95.27,0
100,95.27,0
100,95.3,0
100,95.32,0
100,95.33,0
100,95.3,0
100,95.31,0
100,95.33,0
100,95.34,0
100,95.35,0
100,95.35,0
100,95.36,0
100,95.37,0
100,95.38,0
100,95.4,0
100,95.41,0
100,95.41,0
100,95.6,0
100,95.62,0
100,95.63,0
100,95.56,0
100,95.57,0
100,95.58,0
100,95.59,0
100,95.61,0
100,95.62,0
100,95.63,0
100,95.64,0
100,95.65,0
100,95.66,0
100,95.67,0
100,95.68,0
100,95.69,0
100,95.71,0
100,95.94,0
100,95.95,0
100,95.96,0
100,95.96,0
100,95.97,0
100,95.99,0
100,96,0
100,96.01,0
100,96.02,0
100,96.02,0
100,95.97,0
100,96.14,0
100,96.15,0
100,96.17,0
100,96.19,0
100,96.21,0
100,96.25,0
100,96.26,0
100,96.26,0
100,96.26,0
100,96.26,0
100,95.95,0
100,95.96,0
100,95.95,0
100,95.96,0
100,95.96,0
100,95.97,0
100,95.99,0
100,96.01,0
100,96.11,0
100,96.15,0
100,96.16,0
100,96.16,0
100,96.18,0
100,96.13,0
100,96.14,0
100,96.15,0
100,96.15,0
100,96.16,0
100,96.18,0
100,96.19,0
100,96.2,0
100,96.21,0
100,96.21,0
100,96.22,0
100,96.23,0
100,96.23,0
100,96.25,0
100,96.25,0
100,96.25,0
100,96.27,0
100,96.28,0
100,96.29,0
100,96.3,0
100,96.31,0
100,96.31,0
100,96.33,0
100,96.33,0
100,96.27,0
100,96.28,0
100,96.29,0
100,96.3,0
100,96.3,0
100,96.3,0
100,96.3,0
100,96.31,0
100,96.32,0
100,96.33,0
100,96.35,0
100,96.33,0
100,96.33,0
100,96.33,0
100,96.35,0
100,96.37,0
100,96.36,0
100,96.41,0
100,96.43,0
100,96.44,0
100,96.45,0
100,96.45,0
100,96.47,0
100,96.49,0
100,96.43,0
100,96.44,0
100,96.44,0
100,96.45,0
100,96.46,0
100,96.47,0
100,96.49,0
100,96.5,0
100,96.51,0
100,96.53,0
100,96.53,0
100,96.55,0
100,96.56,0
100,96.56,0
100,96.58,0
100,96.59,0
100,96.6,0
100,96.61,0
100,96.64,0
100,96.57,0
100,96.59,0
100,96.59,0
100,96.6,0
100,96.62,0
100,96.56,0
100,96.56,0
100,96.55,0
100,96.55,0
100,96.56,0
100,96.56,0
100,96.57,0
100,96.57,0
100,96.57,0
100,96.58,0
100,96.58,0
100,96.59,0
100,96.59,0
100,96.59,0
100,96.6,0
100,96.61,0
100,96.62,0
100,96.63,0
100,96.64,0
100,96.65,0
100,96.65,0
100,96.66,0
100,96.67,0
100,96.68,0
100,96.62,0
100,96.62,0
100,96.62,0
100,96.64,0
100,96.68,0
100,96.71,0
100,96.72,0
100,96.68,0
100,96.7,0
100,96.67,0
100,96.68,0
100,96.69,0
100,96.7,0
100,96.72,0
100,96.73,0
100,96.75,0
100,96.76,0
100,96.78,0
100,96.79,0
100,96.8,0
100,96.81,0
100,96.79,0
100,96.81,0
100,96.81,0
100,96.76,0
100,96.77,0
100,96.78,0
100,96.78,0
100,96.79,0
100,96.84,0
100,96.85,0
100,96.86,0
100,96.87,0
100,96.88,0
100,96.89,0
100,96.9,0
100,96.93,0
100,96.94,0
100,96.97,0
100,96.98,0
100,96.97,0
100,96.94,0
100,96.94,0
100,96.95,0
100,96.97,0
100,96.97,0
100,96.98,0
100,97,0
100,96.94,0
100,96.95,0
100,96.95,0
100,96.96,0
100,96.96,0
100,96.97,0
100,96.97,0
100,96.99,0
100,97,0
100,97,0
100,97.01,0
100,97.03,0
100,97.03,0
100,97.04,0
100,97.05,0
100,97.06,0
100,97.08,0
100,97.08,0
100,97.09,0
100,97.11,0
100,97.11,0
100,97.13,0
100,97.14,0
100,97.15,0
100,97.1,0
100,97.11,0
100,97.1,0
100,97.11,0
100,97.13,0
100,97.14,0
100,97.15,0
100,97.18,0
100,97.19,0
100,97.21,0
100,97.23,0
100,97.23,0
100,97.25,0
100,97.26,0
49.86,97.27,0
25.02,97.33,0
1.21,97.34,0
25.14,97.37,0
0,97.42,1
0.29,97.47,1
0,97.51,1
0.16,97.54,0
0,97.57,0
0.68,97.63,1
1.58,97.6,0
0,97.68,1
25.01,97.96,0
49.69,98.02,0
25.75,98.41,0
49.55,98.47,0
75.2,98.58,0
49.74,97.85,0
49.9,96.74,0
50.38,96.76,0
0,96.8,0
1.34,96.83,0
0,96.93,1
23.98,97.01,1
25.11,97.08,0
0,97.15,1
1.5,97.19,0
0.25,97.21,0
0,97.25,0
0,97.27,0
0.39,97.32,1
0.24,97.38,1
0,97.43,1
0,96.66,1
1.27,96.36,0
0,96.14,0
0,96.14,0
1.56,96.14,0
0,96.14,0
0.65,95.98,0
0,95.91,0
0,95.95,1
1.35,95.99,0
0,95.99,0
0,95.99,0
0.02,96,0
0,96,0
0.05,96.01,0
0.42,96.01,0
1.57,96.01,0
0,96.02,0
0.71,96.02,0
0.12,96.06,0
0,96.09,0
24.88,96.15,1
0,96.17,0
0,96.22,0
0,96.29,1
25.89,96.26,0
0,96.31,1
0,96.38,1
0.14,96.44,1
24.88,96.48,1
0.5,96.55,1
0,96.57,0
0,96.62,0
0,96.69,1
0.14,96.75,1
0.14,96.79,0
0.07,96.85,1
1.57,96.78,0
0,96.81,1
0.1,96.82,0
0,96.85,0
0.14,96.9,0
0.12,96.92,1
0,96.98,1
2.38,97,0
0,97.05,1
0.02,97.09,0
0,96.81,0
0,96.54,0
24.73,95.61,0
0.71,95.53,0
0.94,95.54,0
0,95.57,0
0.39,95.63,0
1.5,95.68,0
0,95.71,1
0.29,95.76,0
0,95.78,0
0,95.84,0
0,95.85,0
1.15,95.91,1
0,95.98,1
0.28,96,0
1.36,96.05,1
0,96.07,0
0,96.08,0
0.03,96.11,0
0.23,96.16,0
0.26,96.19,0
0,96.25,1
0,96.3,1
0.25,96.33,0
0.12,96.35,0
0.3,96.32,1
1.33,96.34,0
0,96.37,0
1.06,96.44,1
0,96.5,0
0,96.54,0
0,96.59,0
1.68,96.58,1
0,96.65,1
0.05,96.72,1
0.1,96.74,0
25.04,96.79,0
0,96.82,1
0,96.89,0
0.08,96.91,0
50.38,96.92,0
0,96.96,0
0,97.02,1
0.79,97.07,0
0,97.17,1
0.04,97.21,0
0.03,96.78,0
0,95.98,0
0.34,95.82,0
0,95.69,0
0,95.7,0
0,95.7,0
1.12,95.71,0
0,95.74,0
0,95.83,1
1.51,95.87,1
0,95.89,0
0.53,95.95,1
0,95.99,0
1.38,96.02,0
0,96.07,0
0,96.11,0
0.02,96.16,0
0.93,96.2,0
0,96.25,0
0,96.29,0
0.37,96.36,1
0,96.41,0
1.99,96.42,0
0,96.45,0
1.09,96.51,0
0,96.56,0
0.33,96.61,1
0,96.57,0
25.03,96.65,0
0.12,96.65,0
0.28,96.67,0
0.34,96.71,0
0,96.76,0
0,96.79,0
0,96.81,0
0,96.84,0
0.21,96.86,0
0.42,96.9,0
0.01,96.94,0
0.1,97.01,0
0,97.08,1
0.77,97.13,0
0.24,97.21,1
0,97.27,1
24.36,97.3,0
0.83,97.3,0
0,97.36,0
24.87,97.38,0
1.21,96.4,1
0,96.07,0
1.27,95.98,0
0,95.89,1
0.35,95.92,0
0.08,95.98,0
0,96.01,0
25.51,96.09,0
0.19,96.12,0
0,96.16,0
24.49,96.22,1
0,96.27,1
0.89,96.3,0
0,96.35,0
0.01,96.4,0
0,96.43,0
0,96.47,0
1.35,96.51,0
0,96.62,1
0.16,96.65,0
0,96.7,1
0,96.76,1
0.29,96.85,1
0,96.92,1
1.07,96.96,0
0,97.03,1
25.41,97.13,0
0,97.1,0
0.2,97.1,0
0.07,97.12,0
0.06,97.16,0
0,97.19,0
1.42,96.76,0
0,96.13,0
0.15,95.67,0
0.25,95.7,0
0.27,95.79,1
0,95.86,1
0.29,95.89,0
1.51,95.92,0
0,95.98,0
0,96.17,1
0,96.23,1
1.06,96.25,0
0,96.33,1
0,96.4,0
1.56,96.17,0
0.23,95.68,0
0,95.6,0
24.87,95.01,0
0.53,94.95,0
0,94.91,0
0,94.99,1
0.2,95.03,0
0,95.06,0
0.78,95.09,0
0,95.11,0
0,95.16,0
0,95.19,0
1,95.23,0
0,95.28,0
0,95.35,1
0,95.39,1
0.18,95.53,1
0,95.76,1
0,95.79,0
0.08,95.92,1
0,95.97,1
1.99,96.04,1
0,96.27,1
0,96.34,1
0.97,96.39,1
0.07,96.44,0
0,96.49,0
0,96.46,0
0,96.48,0
0,96.57,1
1.07,96.61,1
0.03,96.21,0
